Above Median?,Date,Lower CI,Median,Number of Records,Upper CI,Year
below median,3/1/1960,-0.28,-0.32,1,-0.35,1960/03
below median,4/1/1960,-0.15,-0.18,1,-0.21,1960/04
below median,5/1/1960,-0.13,-0.15,1,-0.18,1960/05
below median,6/1/1960,0.00,-0.03,1,-0.06,1960/06
below median,7/1/1960,0.00,-0.03,1,-0.05,1960/07
above median,8/1/1960,0.03,0.01,1,-0.03,1960/08
above median,9/1/1960,0.09,0.06,1,0.03,1960/09
below median,10/1/1960,0.00,-0.03,1,-0.06,1960/10
below median,11/1/1960,-0.12,-0.15,1,-0.18,1960/11
above median,12/1/1960,0.18,0.14,1,0.11,1960/12
above median,1/1/1961,0.07,0.05,1,0.02,1961/01
above median,2/1/1961,0.21,0.19,1,0.16,1961/02
above median,3/1/1961,0.13,0.10,1,0.07,1961/03
above median,4/1/1961,0.12,0.10,1,0.07,1961/04
above median,5/1/1961,0.11,0.09,1,0.06,1961/05
above median,6/1/1961,0.14,0.11,1,0.07,1961/06
above median,7/1/1961,0.05,0.02,1,-0.01,1961/07
above median,8/1/1961,0.05,0.03,1,-0.01,1961/08
below median,9/1/1961,0.00,-0.03,1,-0.06,1961/09
below median,10/1/1961,0.00,-0.03,1,-0.06,1961/10
below median,11/1/1961,0.00,-0.02,1,-0.05,1961/11
below median,12/1/1961,-0.08,-0.11,1,-0.14,1961/12
above median,1/1/1962,0.08,0.06,1,0.02,1962/01
above median,2/1/1962,0.16,0.14,1,0.12,1962/02
above median,3/1/1962,0.06,0.03,1,0.00,1962/03
above median,4/1/1962,0.05,0.03,1,0.00,1962/04
below median,5/1/1962,-0.02,-0.04,1,-0.08,1962/05
below median,6/1/1962,-0.03,-0.05,1,-0.09,1962/06
above median,7/1/1962,0.05,0.02,1,-0.01,1962/07
below median,8/1/1962,0.02,0.00,1,-0.03,1962/08
below median,9/1/1962,0.01,-0.01,1,-0.04,1962/09
above median,10/1/1962,0.07,0.05,1,0.01,1962/10
above median,11/1/1962,0.03,0.01,1,-0.02,1962/11
below median,12/1/1962,0.02,-0.01,1,-0.05,1962/12
below median,1/1/1963,-0.02,-0.05,1,-0.09,1963/01
above median,2/1/1963,0.18,0.15,1,0.12,1963/02
below median,3/1/1963,-0.11,-0.14,1,-0.16,1963/03
below median,4/1/1963,-0.05,-0.07,1,-0.09,1963/04
below median,5/1/1963,0.00,-0.02,1,-0.05,1963/05
below median,6/1/1963,-0.01,-0.03,1,-0.06,1963/06
above median,7/1/1963,0.15,0.11,1,0.08,1963/07
above median,8/1/1963,0.17,0.13,1,0.09,1963/08
above median,9/1/1963,0.16,0.13,1,0.09,1963/09
above median,10/1/1963,0.26,0.22,1,0.19,1963/10
above median,11/1/1963,0.20,0.16,1,0.13,1963/11
below median,12/1/1963,0.04,-0.01,1,-0.05,1963/12
below median,1/1/1964,-0.01,-0.05,1,-0.08,1964/01
below median,2/1/1964,-0.10,-0.12,1,-0.16,1964/02
below median,3/1/1964,-0.23,-0.28,1,-0.30,1964/03
below median,4/1/1964,-0.21,-0.24,1,-0.27,1964/04
below median,5/1/1964,-0.15,-0.18,1,-0.21,1964/05
below median,6/1/1964,-0.13,-0.16,1,-0.19,1964/06
below median,7/1/1964,-0.14,-0.17,1,-0.19,1964/07
below median,8/1/1964,-0.23,-0.26,1,-0.28,1964/08
below median,9/1/1964,-0.25,-0.28,1,-0.31,1964/09
below median,10/1/1964,-0.23,-0.27,1,-0.30,1964/10
below median,11/1/1964,-0.27,-0.30,1,-0.33,1964/11
below median,12/1/1964,-0.32,-0.36,1,-0.39,1964/12
below median,1/1/1965,-0.07,-0.10,1,-0.13,1965/01
below median,2/1/1965,-0.21,-0.24,1,-0.27,1965/02
below median,3/1/1965,-0.17,-0.22,1,-0.25,1965/03
below median,4/1/1965,-0.22,-0.26,1,-0.28,1965/04
below median,5/1/1965,-0.13,-0.16,1,-0.19,1965/05
below median,6/1/1965,-0.08,-0.11,1,-0.14,1965/06
below median,7/1/1965,-0.15,-0.18,1,-0.21,1965/07
below median,8/1/1965,-0.07,-0.11,1,-0.14,1965/08
below median,9/1/1965,-0.06,-0.10,1,-0.12,1965/09
below median,10/1/1965,0.00,-0.03,1,-0.05,1965/10
below median,11/1/1965,-0.11,-0.14,1,-0.17,1965/11
below median,12/1/1965,-0.03,-0.07,1,-0.10,1965/12
below median,1/1/1966,-0.06,-0.10,1,-0.12,1966/01
below median,2/1/1966,-0.06,-0.09,1,-0.12,1966/02
below median,3/1/1966,-0.03,-0.06,1,-0.09,1966/03
below median,4/1/1966,-0.08,-0.11,1,-0.13,1966/04
below median,5/1/1966,-0.11,-0.14,1,-0.17,1966/05
above median,6/1/1966,0.07,0.04,1,0.01,1966/06
above median,7/1/1966,0.06,0.03,1,0.01,1966/07
below median,8/1/1966,0.01,-0.02,1,-0.05,1966/08
below median,9/1/1966,-0.02,-0.04,1,-0.06,1966/09
below median,10/1/1966,-0.07,-0.11,1,-0.13,1966/10
below median,11/1/1966,-0.07,-0.10,1,-0.12,1966/11
below median,12/1/1966,-0.11,-0.14,1,-0.17,1966/12
below median,1/1/1967,-0.14,-0.17,1,-0.19,1967/01
below median,2/1/1967,-0.21,-0.24,1,-0.26,1967/02
below median,3/1/1967,-0.03,-0.05,1,-0.08,1967/03
below median,4/1/1967,-0.04,-0.07,1,-0.09,1967/04
above median,5/1/1967,0.10,0.07,1,0.05,1967/05
below median,6/1/1967,-0.06,-0.09,1,-0.11,1967/06
below median,7/1/1967,-0.03,-0.07,1,-0.09,1967/07
below median,8/1/1967,-0.04,-0.07,1,-0.09,1967/08
below median,9/1/1967,-0.08,-0.10,1,-0.12,1967/09
above median,10/1/1967,0.08,0.06,1,0.05,1967/10
below median,11/1/1967,-0.05,-0.06,1,-0.08,1967/11
below median,12/1/1967,-0.13,-0.15,1,-0.17,1967/12
below median,1/1/1968,-0.22,-0.24,1,-0.26,1968/01
below median,2/1/1968,-0.20,-0.21,1,-0.23,1968/02
above median,3/1/1968,0.06,0.04,1,0.02,1968/03
below median,4/1/1968,-0.15,-0.17,1,-0.19,1968/04
below median,5/1/1968,-0.20,-0.22,1,-0.24,1968/05
below median,6/1/1968,-0.09,-0.11,1,-0.13,1968/06
below median,7/1/1968,-0.09,-0.10,1,-0.12,1968/07
below median,8/1/1968,-0.04,-0.06,1,-0.08,1968/08
below median,9/1/1968,-0.07,-0.09,1,-0.11,1968/09
below median,10/1/1968,0.00,-0.02,1,-0.04,1968/10
below median,11/1/1968,-0.05,-0.07,1,-0.09,1968/11
below median,12/1/1968,-0.09,-0.11,1,-0.13,1968/12
below median,1/1/1969,-0.16,-0.17,1,-0.19,1969/01
below median,2/1/1969,-0.15,-0.17,1,-0.19,1969/02
below median,3/1/1969,0.01,0.00,1,-0.02,1969/03
above median,4/1/1969,0.13,0.11,1,0.09,1969/04
above median,5/1/1969,0.15,0.13,1,0.11,1969/05
above median,6/1/1969,0.04,0.02,1,0.00,1969/06
above median,7/1/1969,0.06,0.04,1,0.01,1969/07
above median,8/1/1969,0.08,0.05,1,0.03,1969/08
above median,9/1/1969,0.04,0.02,1,0.00,1969/09
above median,10/1/1969,0.04,0.02,1,0.00,1969/10
above median,11/1/1969,0.15,0.13,1,0.11,1969/11
above median,12/1/1969,0.22,0.19,1,0.17,1969/12
above median,1/1/1970,0.09,0.07,1,0.05,1970/01
above median,2/1/1970,0.16,0.14,1,0.12,1970/02
below median,3/1/1970,-0.05,-0.07,1,-0.09,1970/03
above median,4/1/1970,0.08,0.06,1,0.04,1970/04
below median,5/1/1970,-0.01,-0.04,1,-0.06,1970/05
below median,6/1/1970,0.01,-0.01,1,-0.04,1970/06
below median,7/1/1970,-0.03,-0.05,1,-0.07,1970/07
below median,8/1/1970,-0.07,-0.09,1,-0.11,1970/08
below median,9/1/1970,-0.02,-0.04,1,-0.06,1970/09
below median,10/1/1970,-0.06,-0.07,1,-0.09,1970/10
below median,11/1/1970,-0.03,-0.05,1,-0.07,1970/11
below median,12/1/1970,-0.14,-0.17,1,-0.18,1970/12
below median,1/1/1971,-0.08,-0.10,1,-0.12,1971/01
below median,2/1/1971,-0.27,-0.29,1,-0.31,1971/02
below median,3/1/1971,-0.26,-0.29,1,-0.31,1971/03
below median,4/1/1971,-0.21,-0.24,1,-0.26,1971/04
below median,5/1/1971,-0.19,-0.22,1,-0.23,1971/05
below median,6/1/1971,-0.21,-0.23,1,-0.26,1971/06
below median,7/1/1971,-0.11,-0.13,1,-0.15,1971/07
below median,8/1/1971,-0.14,-0.17,1,-0.19,1971/08
below median,9/1/1971,-0.10,-0.12,1,-0.14,1971/09
below median,10/1/1971,-0.14,-0.16,1,-0.18,1971/10
below median,11/1/1971,-0.06,-0.08,1,-0.10,1971/11
below median,12/1/1971,-0.18,-0.20,1,-0.22,1971/12
below median,1/1/1972,-0.35,-0.38,1,-0.40,1972/01
below median,2/1/1972,-0.27,-0.29,1,-0.31,1972/02
below median,3/1/1972,-0.11,-0.13,1,-0.15,1972/03
below median,4/1/1972,-0.05,-0.08,1,-0.10,1972/04
below median,5/1/1972,-0.04,-0.07,1,-0.09,1972/05
above median,6/1/1972,0.03,0.00,1,-0.02,1972/06
below median,7/1/1972,0.00,-0.03,1,-0.04,1972/07
above median,8/1/1972,0.04,0.01,1,-0.01,1972/08
below median,9/1/1972,-0.04,-0.06,1,-0.08,1972/09
above median,10/1/1972,0.02,0.00,1,-0.01,1972/10
below median,11/1/1972,0.02,-0.01,1,-0.02,1972/11
above median,12/1/1972,0.21,0.18,1,0.17,1972/12
above median,1/1/1973,0.17,0.15,1,0.13,1973/01
above median,2/1/1973,0.30,0.28,1,0.26,1973/02
above median,3/1/1973,0.25,0.23,1,0.21,1973/03
above median,4/1/1973,0.18,0.16,1,0.15,1973/04
above median,5/1/1973,0.11,0.09,1,0.07,1973/05
above median,6/1/1973,0.13,0.11,1,0.10,1973/06
above median,7/1/1973,0.05,0.03,1,0.01,1973/07
above median,8/1/1973,0.04,0.02,1,0.01,1973/08
below median,9/1/1973,-0.02,-0.04,1,-0.06,1973/09
below median,10/1/1973,-0.03,-0.04,1,-0.06,1973/10
below median,11/1/1973,-0.08,-0.10,1,-0.11,1973/11
below median,12/1/1973,-0.09,-0.11,1,-0.13,1973/12
below median,1/1/1974,-0.36,-0.38,1,-0.39,1974/01
below median,2/1/1974,-0.39,-0.41,1,-0.42,1974/02
below median,3/1/1974,-0.22,-0.23,1,-0.25,1974/03
below median,4/1/1974,-0.16,-0.18,1,-0.20,1974/04
below median,5/1/1974,-0.18,-0.20,1,-0.21,1974/05
below median,6/1/1974,-0.13,-0.15,1,-0.17,1974/06
below median,7/1/1974,-0.11,-0.13,1,-0.15,1974/07
below median,8/1/1974,-0.06,-0.08,1,-0.09,1974/08
below median,9/1/1974,-0.11,-0.13,1,-0.15,1974/09
below median,10/1/1974,-0.20,-0.22,1,-0.23,1974/10
below median,11/1/1974,-0.19,-0.21,1,-0.23,1974/11
below median,12/1/1974,-0.22,-0.24,1,-0.26,1974/12
below median,1/1/1975,-0.05,-0.07,1,-0.09,1975/01
below median,2/1/1975,-0.08,-0.09,1,-0.11,1975/02
below median,3/1/1975,-0.06,-0.08,1,-0.09,1975/03
below median,4/1/1975,-0.07,-0.09,1,-0.10,1975/04
below median,5/1/1975,-0.06,-0.08,1,-0.10,1975/05
below median,6/1/1975,-0.07,-0.08,1,-0.10,1975/06
below median,7/1/1975,-0.09,-0.11,1,-0.13,1975/07
below median,8/1/1975,-0.16,-0.18,1,-0.19,1975/08
below median,9/1/1975,-0.11,-0.13,1,-0.14,1975/09
below median,10/1/1975,-0.21,-0.23,1,-0.25,1975/10
below median,11/1/1975,-0.30,-0.31,1,-0.33,1975/11
below median,12/1/1975,-0.29,-0.30,1,-0.32,1975/12
below median,1/1/1976,-0.22,-0.23,1,-0.24,1976/01
below median,2/1/1976,-0.31,-0.32,1,-0.34,1976/02
below median,3/1/1976,-0.43,-0.44,1,-0.46,1976/03
below median,4/1/1976,-0.18,-0.20,1,-0.21,1976/04
below median,5/1/1976,-0.30,-0.32,1,-0.33,1976/05
below median,6/1/1976,-0.23,-0.25,1,-0.27,1976/06
below median,7/1/1976,-0.17,-0.19,1,-0.20,1976/07
below median,8/1/1976,-0.18,-0.20,1,-0.22,1976/08
below median,9/1/1976,-0.14,-0.16,1,-0.18,1976/09
below median,10/1/1976,-0.30,-0.31,1,-0.33,1976/10
below median,11/1/1976,-0.15,-0.18,1,-0.19,1976/11
below median,12/1/1976,-0.06,-0.08,1,-0.10,1976/12
below median,1/1/1977,-0.07,-0.08,1,-0.10,1977/01
above median,2/1/1977,0.10,0.08,1,0.06,1977/02
above median,3/1/1977,0.12,0.10,1,0.09,1977/03
above median,4/1/1977,0.11,0.09,1,0.08,1977/04
above median,5/1/1977,0.09,0.07,1,0.05,1977/05
above median,6/1/1977,0.13,0.11,1,0.10,1977/06
above median,7/1/1977,0.08,0.06,1,0.04,1977/07
below median,8/1/1977,0.02,0.00,1,-0.02,1977/08
above median,9/1/1977,0.05,0.03,1,0.02,1977/09
below median,10/1/1977,0.01,-0.01,1,-0.02,1977/10
above median,11/1/1977,0.15,0.14,1,0.12,1977/11
below median,12/1/1977,-0.04,-0.06,1,-0.07,1977/12
above median,1/1/1978,0.03,0.01,1,0.00,1978/01
below median,2/1/1978,-0.02,-0.04,1,-0.06,1978/02
above median,3/1/1978,0.05,0.03,1,0.01,1978/03
below median,4/1/1978,-0.04,-0.06,1,-0.08,1978/04
below median,5/1/1978,-0.07,-0.09,1,-0.10,1978/05
below median,6/1/1978,-0.12,-0.13,1,-0.15,1978/06
below median,7/1/1978,-0.04,-0.06,1,-0.08,1978/07
below median,8/1/1978,-0.17,-0.19,1,-0.20,1978/08
below median,9/1/1978,-0.03,-0.05,1,-0.07,1978/09
below median,10/1/1978,-0.10,-0.12,1,-0.13,1978/10
above median,11/1/1978,0.06,0.05,1,0.03,1978/11
below median,12/1/1978,-0.08,-0.10,1,-0.12,1978/12
below median,1/1/1979,-0.02,-0.04,1,-0.06,1979/01
below median,2/1/1979,-0.12,-0.14,1,-0.16,1979/02
above median,3/1/1979,0.04,0.01,1,-0.01,1979/03
below median,4/1/1979,-0.03,-0.05,1,-0.07,1979/04
below median,5/1/1979,-0.01,-0.03,1,-0.05,1979/05
above median,6/1/1979,0.08,0.06,1,0.04,1979/06
above median,7/1/1979,0.07,0.05,1,0.03,1979/07
above median,8/1/1979,0.10,0.08,1,0.05,1979/08
above median,9/1/1979,0.11,0.09,1,0.07,1979/09
above median,10/1/1979,0.15,0.13,1,0.10,1979/10
above median,11/1/1979,0.17,0.15,1,0.13,1979/11
above median,12/1/1979,0.37,0.36,1,0.34,1979/12
above median,1/1/1980,0.15,0.13,1,0.11,1980/01
above median,2/1/1980,0.24,0.22,1,0.20,1980/02
above median,3/1/1980,0.09,0.07,1,0.05,1980/03
above median,4/1/1980,0.16,0.14,1,0.12,1980/04
above median,5/1/1980,0.16,0.14,1,0.12,1980/05
above median,6/1/1980,0.08,0.07,1,0.05,1980/06
above median,7/1/1980,0.07,0.06,1,0.04,1980/07
above median,8/1/1980,0.05,0.04,1,0.02,1980/08
above median,9/1/1980,0.05,0.04,1,0.02,1980/09
above median,10/1/1980,0.02,0.01,1,-0.01,1980/10
above median,11/1/1980,0.15,0.13,1,0.12,1980/11
above median,12/1/1980,0.07,0.06,1,0.04,1980/12
above median,1/1/1981,0.35,0.33,1,0.31,1981/01
above median,2/1/1981,0.21,0.20,1,0.17,1981/02
above median,3/1/1981,0.22,0.21,1,0.19,1981/03
above median,4/1/1981,0.14,0.13,1,0.11,1981/04
above median,5/1/1981,0.08,0.07,1,0.05,1981/05
above median,6/1/1981,0.14,0.12,1,0.10,1981/06
above median,7/1/1981,0.11,0.09,1,0.07,1981/07
above median,8/1/1981,0.14,0.12,1,0.10,1981/08
above median,9/1/1981,0.09,0.07,1,0.05,1981/09
above median,10/1/1981,0.02,0.00,1,-0.02,1981/10
above median,11/1/1981,0.09,0.07,1,0.05,1981/11
above median,12/1/1981,0.29,0.27,1,0.25,1981/12
below median,1/1/1982,-0.03,-0.05,1,-0.07,1982/01
above median,2/1/1982,0.02,0.01,1,-0.02,1982/02
below median,3/1/1982,-0.11,-0.13,1,-0.15,1982/03
above median,4/1/1982,0.04,0.03,1,0.00,1982/04
above median,5/1/1982,0.06,0.04,1,0.02,1982/05
below median,6/1/1982,-0.03,-0.05,1,-0.08,1982/06
below median,7/1/1982,0.00,-0.02,1,-0.04,1982/07
below median,8/1/1982,0.01,-0.01,1,-0.03,1982/08
above median,9/1/1982,0.09,0.07,1,0.05,1982/09
above median,10/1/1982,0.02,0.01,1,-0.02,1982/10
below median,11/1/1982,0.01,-0.01,1,-0.03,1982/11
above median,12/1/1982,0.27,0.25,1,0.23,1982/12
above median,1/1/1983,0.45,0.43,1,0.41,1983/01
above median,2/1/1983,0.33,0.31,1,0.28,1983/02
above median,3/1/1983,0.23,0.21,1,0.18,1983/03
above median,4/1/1983,0.13,0.12,1,0.09,1983/04
above median,5/1/1983,0.16,0.14,1,0.11,1983/05
above median,6/1/1983,0.16,0.14,1,0.11,1983/06
above median,7/1/1983,0.17,0.15,1,0.13,1983/07
above median,8/1/1983,0.22,0.20,1,0.17,1983/08
above median,9/1/1983,0.21,0.19,1,0.16,1983/09
above median,10/1/1983,0.12,0.10,1,0.08,1983/10
above median,11/1/1983,0.28,0.26,1,0.24,1983/11
above median,12/1/1983,0.10,0.08,1,0.06,1983/12
above median,1/1/1984,0.14,0.12,1,0.10,1984/01
above median,2/1/1984,0.04,0.02,1,-0.01,1984/02
above median,3/1/1984,0.07,0.05,1,0.03,1984/03
below median,4/1/1984,-0.02,-0.04,1,-0.07,1984/04
above median,5/1/1984,0.11,0.09,1,0.07,1984/05
below median,6/1/1984,0.01,-0.01,1,-0.04,1984/06
below median,7/1/1984,-0.02,-0.03,1,-0.06,1984/07
above median,8/1/1984,0.06,0.04,1,0.02,1984/08
above median,9/1/1984,0.05,0.04,1,0.01,1984/09
below median,10/1/1984,-0.01,-0.02,1,-0.04,1984/10
below median,11/1/1984,-0.10,-0.12,1,-0.14,1984/11
below median,12/1/1984,-0.26,-0.28,1,-0.30,1984/12
above median,1/1/1985,0.03,0.01,1,-0.01,1985/01
below median,2/1/1985,-0.12,-0.14,1,-0.16,1985/02
below median,3/1/1985,-0.01,-0.03,1,-0.05,1985/03
below median,4/1/1985,-0.02,-0.04,1,-0.06,1985/04
below median,5/1/1985,0.01,0.00,1,-0.02,1985/05
below median,6/1/1985,-0.04,-0.06,1,-0.08,1985/06
below median,7/1/1985,-0.04,-0.06,1,-0.08,1985/07
above median,8/1/1985,0.05,0.03,1,0.01,1985/08
below median,9/1/1985,-0.01,-0.03,1,-0.05,1985/09
above median,10/1/1985,0.04,0.02,1,0.00,1985/10
below median,11/1/1985,-0.06,-0.08,1,-0.10,1985/11
above median,12/1/1985,0.04,0.01,1,-0.01,1985/12
above median,1/1/1986,0.15,0.13,1,0.10,1986/01
above median,2/1/1986,0.11,0.09,1,0.06,1986/02
above median,3/1/1986,0.09,0.08,1,0.05,1986/03
above median,4/1/1986,0.10,0.08,1,0.05,1986/04
above median,5/1/1986,0.06,0.04,1,0.02,1986/05
above median,6/1/1986,0.07,0.05,1,0.03,1986/06
(at median),7/1/1986,0.02,0.00,1,-0.03,1986/07
above median,8/1/1986,0.03,0.01,1,-0.02,1986/08
above median,9/1/1986,0.04,0.01,1,-0.01,1986/09
above median,10/1/1986,0.08,0.06,1,0.04,1986/10
below median,11/1/1986,0.03,0.00,1,-0.03,1986/11
above median,12/1/1986,0.04,0.01,1,-0.02,1986/12
above median,1/1/1987,0.15,0.11,1,0.08,1987/01
above median,2/1/1987,0.32,0.30,1,0.27,1987/02
above median,3/1/1987,0.05,0.02,1,-0.01,1987/03
above median,4/1/1987,0.12,0.09,1,0.07,1987/04
above median,5/1/1987,0.17,0.14,1,0.12,1987/05
above median,6/1/1987,0.15,0.13,1,0.10,1987/06
above median,7/1/1987,0.29,0.27,1,0.24,1987/07
above median,8/1/1987,0.26,0.23,1,0.21,1987/08
above median,9/1/1987,0.30,0.27,1,0.25,1987/09
above median,10/1/1987,0.22,0.20,1,0.18,1987/10
above median,11/1/1987,0.22,0.20,1,0.17,1987/11
above median,12/1/1987,0.35,0.32,1,0.30,1987/12
above median,1/1/1988,0.42,0.39,1,0.36,1988/01
above median,2/1/1988,0.25,0.23,1,0.20,1988/02
above median,3/1/1988,0.29,0.27,1,0.23,1988/03
above median,4/1/1988,0.25,0.23,1,0.20,1988/04
above median,5/1/1988,0.23,0.21,1,0.18,1988/05
above median,6/1/1988,0.25,0.22,1,0.20,1988/06
above median,7/1/1988,0.20,0.18,1,0.15,1988/07
above median,8/1/1988,0.20,0.18,1,0.15,1988/08
above median,9/1/1988,0.21,0.19,1,0.15,1988/09
above median,10/1/1988,0.18,0.15,1,0.12,1988/10
above median,11/1/1988,0.06,0.03,1,0.00,1988/11
above median,12/1/1988,0.18,0.15,1,0.12,1988/12
above median,1/1/1989,0.05,0.02,1,-0.02,1989/01
above median,2/1/1989,0.18,0.15,1,0.12,1989/02
above median,3/1/1989,0.16,0.14,1,0.11,1989/03
above median,4/1/1989,0.11,0.08,1,0.05,1989/04
above median,5/1/1989,0.11,0.08,1,0.05,1989/05
above median,6/1/1989,0.11,0.08,1,0.06,1989/06
above median,7/1/1989,0.19,0.16,1,0.14,1989/07
above median,8/1/1989,0.21,0.18,1,0.15,1989/08
above median,9/1/1989,0.17,0.15,1,0.12,1989/09
above median,10/1/1989,0.18,0.15,1,0.13,1989/10
above median,11/1/1989,0.10,0.06,1,0.04,1989/11
above median,12/1/1989,0.24,0.21,1,0.18,1989/12
above median,1/1/1990,0.26,0.22,1,0.19,1990/01
above median,2/1/1990,0.34,0.31,1,0.27,1990/02
above median,3/1/1990,0.60,0.56,1,0.53,1990/03
above median,4/1/1990,0.40,0.37,1,0.34,1990/04
above median,5/1/1990,0.31,0.28,1,0.25,1990/05
above median,6/1/1990,0.31,0.28,1,0.25,1990/06
above median,7/1/1990,0.27,0.23,1,0.21,1990/07
above median,8/1/1990,0.28,0.25,1,0.22,1990/08
above median,9/1/1990,0.21,0.18,1,0.15,1990/09
above median,10/1/1990,0.36,0.33,1,0.30,1990/10
above median,11/1/1990,0.36,0.32,1,0.29,1990/11
above median,12/1/1990,0.28,0.25,1,0.21,1990/12
above median,1/1/1991,0.33,0.29,1,0.25,1991/01
above median,2/1/1991,0.33,0.29,1,0.25,1991/02
above median,3/1/1991,0.22,0.19,1,0.16,1991/03
above median,4/1/1991,0.42,0.39,1,0.34,1991/04
above median,5/1/1991,0.34,0.30,1,0.27,1991/05
above median,6/1/1991,0.35,0.31,1,0.27,1991/06
above median,7/1/1991,0.34,0.31,1,0.28,1991/07
above median,8/1/1991,0.30,0.26,1,0.23,1991/08
above median,9/1/1991,0.28,0.24,1,0.21,1991/09
above median,10/1/1991,0.22,0.19,1,0.15,1991/10
above median,11/1/1991,0.20,0.16,1,0.13,1991/11
above median,12/1/1991,0.16,0.13,1,0.09,1991/12
above median,1/1/1992,0.41,0.37,1,0.33,1992/01
above median,2/1/1992,0.36,0.32,1,0.28,1992/02
above median,3/1/1992,0.29,0.25,1,0.21,1992/03
above median,4/1/1992,0.18,0.14,1,0.10,1992/04
above median,5/1/1992,0.21,0.18,1,0.14,1992/05
above median,6/1/1992,0.17,0.13,1,0.09,1992/06
below median,7/1/1992,0.02,-0.01,1,-0.05,1992/07
above median,8/1/1992,0.04,0.01,1,-0.03,1992/08
below median,9/1/1992,-0.02,-0.06,1,-0.09,1992/09
below median,10/1/1992,-0.02,-0.05,1,-0.09,1992/10
below median,11/1/1992,-0.05,-0.09,1,-0.12,1992/11
above median,12/1/1992,0.11,0.08,1,0.04,1992/12
above median,1/1/1993,0.36,0.31,1,0.28,1993/01
above median,2/1/1993,0.29,0.25,1,0.21,1993/02
above median,3/1/1993,0.28,0.24,1,0.20,1993/03
above median,4/1/1993,0.17,0.13,1,0.09,1993/04
above median,5/1/1993,0.22,0.18,1,0.14,1993/05
above median,6/1/1993,0.21,0.18,1,0.14,1993/06
above median,7/1/1993,0.17,0.13,1,0.10,1993/07
above median,8/1/1993,0.13,0.10,1,0.05,1993/08
above median,9/1/1993,0.10,0.06,1,0.03,1993/09
above median,10/1/1993,0.13,0.10,1,0.06,1993/10
below median,11/1/1993,-0.01,-0.05,1,-0.08,1993/11
above median,12/1/1993,0.15,0.12,1,0.08,1993/12
above median,1/1/1994,0.22,0.18,1,0.14,1994/01
below median,2/1/1994,-0.01,-0.05,1,-0.10,1994/02
above median,3/1/1994,0.25,0.22,1,0.18,1994/03
above median,4/1/1994,0.24,0.21,1,0.17,1994/04
above median,5/1/1994,0.30,0.27,1,0.23,1994/05
above median,6/1/1994,0.31,0.27,1,0.23,1994/06
above median,7/1/1994,0.21,0.17,1,0.14,1994/07
above median,8/1/1994,0.22,0.18,1,0.14,1994/08
above median,9/1/1994,0.24,0.19,1,0.15,1994/09
above median,10/1/1994,0.35,0.31,1,0.27,1994/10
above median,11/1/1994,0.35,0.31,1,0.27,1994/11
above median,12/1/1994,0.29,0.25,1,0.19,1994/12
above median,1/1/1995,0.47,0.42,1,0.38,1995/01
above median,2/1/1995,0.63,0.60,1,0.55,1995/02
above median,3/1/1995,0.36,0.33,1,0.28,1995/03
above median,4/1/1995,0.33,0.28,1,0.24,1995/04
above median,5/1/1995,0.25,0.22,1,0.18,1995/05
above median,6/1/1995,0.35,0.31,1,0.28,1995/06
above median,7/1/1995,0.37,0.33,1,0.29,1995/07
above median,8/1/1995,0.39,0.35,1,0.31,1995/08
above median,9/1/1995,0.29,0.25,1,0.22,1995/09
above median,10/1/1995,0.36,0.33,1,0.29,1995/10
above median,11/1/1995,0.36,0.32,1,0.28,1995/11
above median,12/1/1995,0.16,0.13,1,0.08,1995/12
above median,1/1/1996,0.16,0.12,1,0.08,1996/01
above median,2/1/1996,0.36,0.32,1,0.28,1996/02
above median,3/1/1996,0.22,0.19,1,0.14,1996/03
above median,4/1/1996,0.17,0.13,1,0.09,1996/04
above median,5/1/1996,0.25,0.22,1,0.18,1996/05
above median,6/1/1996,0.21,0.17,1,0.14,1996/06
above median,7/1/1996,0.26,0.22,1,0.18,1996/07
above median,8/1/1996,0.24,0.21,1,0.16,1996/08
above median,9/1/1996,0.14,0.10,1,0.07,1996/09
above median,10/1/1996,0.17,0.14,1,0.10,1996/10
above median,11/1/1996,0.19,0.15,1,0.11,1996/11
above median,12/1/1996,0.27,0.23,1,0.19,1996/12
above median,1/1/1997,0.25,0.21,1,0.17,1997/01
above median,2/1/1997,0.36,0.32,1,0.27,1997/02
above median,3/1/1997,0.39,0.35,1,0.30,1997/03
above median,4/1/1997,0.31,0.27,1,0.23,1997/04
above median,5/1/1997,0.32,0.29,1,0.25,1997/05
above median,6/1/1997,0.44,0.40,1,0.37,1997/06
above median,7/1/1997,0.40,0.37,1,0.33,1997/07
above median,8/1/1997,0.48,0.44,1,0.40,1997/08
above median,9/1/1997,0.52,0.48,1,0.45,1997/09
above median,10/1/1997,0.59,0.55,1,0.52,1997/10
above median,11/1/1997,0.53,0.50,1,0.47,1997/11
above median,12/1/1997,0.54,0.51,1,0.47,1997/12
above median,1/1/1998,0.53,0.48,1,0.45,1998/01
above median,2/1/1998,0.81,0.76,1,0.72,1998/02
above median,3/1/1998,0.60,0.56,1,0.51,1998/03
above median,4/1/1998,0.67,0.64,1,0.59,1998/04
above median,5/1/1998,0.61,0.57,1,0.53,1998/05
above median,6/1/1998,0.63,0.59,1,0.55,1998/06
above median,7/1/1998,0.71,0.67,1,0.63,1998/07
